uniquewords,Repetitions
G:CA:STUNNED,1
G:CA:SWITCH-CAMERAS-ON,1
G:CA:TAKE-BOTTLE,1
G:CA:TAKE-STOCK-OF-SITUATION,1
G:CA:TAKEN-ABACK,1
G:CA:TAKES-ITEM-OUT-OF-POCKET,1
G:CA:TERRIFIED,1
G:CA:TURN-AROUND,1
G:CA:TURN-PAGE,1
G:CA:TURN-PERSON,1
G:CA:TURN-TO-FACE-PERSON,1
G:CA:TURN-TO-LOOK,1
G:CA:UNSURE,1
G:CA:WAIT,1
G:CA:WAITING,1
G:CA:WAKE,1
G:CA:WANDER-AROUND,1
G:CA:WASH-HANDS ,1
G:CA:WAVE-FLAG,1
G:CA:WAVE-HAND,1
G:CA:WAVE-PAWS,1
G:CA:WHAT-IS-GOING-ON,1
G:CA:WINDS-WINDOW-DOWN,1
G:GIGGLE,1
G:GIVE-THE-ELBOW,1
G:INDIFFERENT,1
G:OH-MY-GOD,1
G:WELL:,1
GARAGE,1
GENERAL,1
GET,1
GET-INVOLVED,1
GINGER,1
GIVE-INFORMAITON,1
GIVE-INFORMATION  ,1
GIVE-UP,1
GO-ROUND,1
GO02,1
GOOD-TIME,1
GOVERNMENT,1
GRAPES,1
GREED,1
GUESS,1
GUIDE,1
GUINNESS,1
HAIR,1
HAIRBRUSH,1
HAND-OVER,1
HANDS,1
HANGOVER,1
HELLO,1
HILLS,1
HIPPY,1
HOLLAND,1
HONG-KONG,1
HOUR-FOUR,1
HOUR-THREE,1
INDECIPERABLE,1
INDECIPHERABLEG:HEY,1
INDECIPHERABLEMOVE,1
INDECIPHERABLETHING,1
INDECIPHERABLEWILL,1
INDIA,1
INSIDE,1
INTERRUPT,1
INVITE,1
ISRAEL,1
JANUARY,1
JOKE,1
JUG,1
JUMP-OFF,1
KEY,1
KISS,1
KNOW-NOT ,1
LAP,1
LAST-WEEK-FOUR,1
LAST-WEEK-THREE,1
LEICESTER,1
LICK,1
LINE,1
LINK ,1
LIPSTICK,1
LOBBY,1
LOOK02,1
LOSE-HEARING,1
LOSE-TEMPER,1
LOST,1
MACHINE,1
MAGIC,1
MANLSE,1
MANY-LOOK,1
MATCH,1
MATHS,1
MECHANIC,1
MEHANIC,1
MIND-NOT,1
MIRROR,1
MODIFY-BUOY,1
MOTORWAY,1
MOVE-HUMAN,1
MOVIE,1
MUSIC,1
MUST ,1
N:EIGHT-HUNDREDEIGHT,1
N:EIGHTEEN,1
N:EIGHTY-FOUREIGHT,1
N:EIGHTY-ONEEIGHT,1
N:FIFTY-SIXFIVE,1
N:FIVE-HUNDREDFIVE,1
N:FORTY-FIVEFOUR,1
N:NINETEEN,1
N:NINETEEN-EIGHTY-EIGHTNINETEEN,1
N:NINETEEN-SEVENTY-EIGHTNINETEEN,1
N:NINETEEN-THIRTYNINETEEN,1
N:NINETEEN-TWENTY-NINENINETEEN,1
N:NINETYNINE,1
N:SEVENTY-FOURSEVEN,1
N:THIRTY-FOURTHREE,1
N:THIRTY-TWOTHREE,1
N:TWENTY-FIVETWO,1
N:TWENTY-NINETWO,1
NAIVE,1
NASTY,1
NAUGHTY,1
NINETY-SEVENNINE,1
NINTEEN,1
NOISE,1
NOTICE,1
NOVEMBER,1
NURSE,1
ONE-IS-LESS,1
ONEPENCE,1
PAGE,1
PASS,1
PASS-OUT,1
PAST ,1
PAST-THE-HOUR,1
PBOUY,1
PENCE-THREE,1
PENGUIN,1
PENNY,1
PHONE,1
PINEAPPLE,1
PORTSMOUTH ,1
PORTUGAL,1
POSTER,1
POTATO,1
PRESTON,1
PRETEND,1
PRISON,1
PRIVATE,1
PROCESSING,1
PROGRESS,1
PROMISE,1
PROSTITUTE,1
PT: PRO2SG,1
PT: PRO3SG,1
PT:BOUY,1
PT:LAST,1
PT:LBOUY,1
PT:LOC  ,1
PT:PBUOY,1
PT:POR3SG,1
PT:POSS1SGB,1
PT:POSS2SG1,1
PT:POSS3SG1,1
PT:PRO,1
PT:PRO1,1
PT:PRO1SG ,1
PT:PRO2,1
PT:PRO3SPL,1
PT:PT:PRO3SG,1
RACE,1
RANKING-TWO ,1
RARE,1
RATHER,1
RECORD-BREAKER,1
REFLECTION,1
REFUSE,1
REST,1
REVIEW,1
RIGHT ,1
RISKY,1
ROMAN,1
ROW,1
RULE,1
SAY ,1
SAY-NOTHING,1
SAYFALSE-START,1
SCENE-GO-BY,1
SCRIPT,1
SEAL-ONE,1
SEPTEMBER,1
SEQUENCE,1
SERVE,1
SEVEN2^EIGHT2,1
SHILLING,1
SIGN-BADLY,1
SKIP,1
SLAP,1
SMILE,1
SMOKE-DOPE,1
SN:ADDAMS,1
SN:ALEX,1
SN:ALISON-LEACHFS:A-ALISON,1
SN:ALISONFS:A-ALISON,1
SN:BARRY-INDECIPHERABLEFS:B-BARRY,1
SN:BLACKPOOLFS:B-BLACKPOOL,1
SN:BOB-GELDOFFS:B-BOB,1
SN:BOJASFS:BOJASBJ,1
SN:BRIAN-MCFADDENFS:B-BRIAN,1
SN:BRISTOL-CITYFS:BRISTOL-CITYBC,1
SN:BURWOOD-PARKPARK,1
SN:BUSHFS:B-BUSH,1
SN:CAIRNSFS:C-CAIRNS,1
SN:CARLINGFS:C-CARLING,1
SN:CELTICSTRIPES,1
SN:CHARLTON-TOWNTOWN,1
SN:CHELSEAFS:C,1
SN:CHESTER,1
SN:CHESTERFS:C-CHESTER,1
SN:CHRIS-BROWNFS:C-CHRIS,1
SN:CHRISFS:CHRIS,1
SN:CHRISTOPHER-BOJASFS:C-CHRISTOPHER,1
SN:CHRISTOPHERFS:C-CHRISTOPHER,1
SN:COLIN,1
SN:CRISTIANOFS:C-CRISTIANO,1
SN:DANIELFS:D-DANIEL,1
SN:DANIELSFS:D-DANIELS,1
SN:DAVID,1
SN:DAVIDFS:D-DAVID,1
SN:DEAF-BLIND-UKDEAF,1
SN:DONALDSON,1
SN:DRAYTONFS:D-DRAYTON,1
SN:FACEBOOKFACE,1
SN:FACEBOOKFACE-BOOK,1
SN:FIFIKNOCK-FOR-SIX,1
SN:FOXHALLFOX,1
SN:FRANCISFS:F-FRANCIS,1
SN:GARFIELDFS:G-GARFIELD,1
SN:GEORGEFS:G-GEORGE,1
SN:GHANAFS:G-GHANA,1
SN:HARD,1
SN:HARD-ROCKHARD,1
SN:HARD-ROCKTOUGH,1
SN:HARDMANHARD,1
SN:HELLOHELLO,1
SN:HYDEFS:HYDEHY,1
SN:INDECEIPHERABLEFS:INDECIPHERABLEEF,1
SN:INDECIPHERABLEFS:B-INDECIPHERABLE,1
SN:INDECIPHERABLEFS:INDECEIPHERABLER,1
SN:INDECIPHERABLEFS:INDECIPHERABKLEK,1
SN:INDECIPHERABLEFS:INDECIPHERABLE,1
SN:INDECIPHERABLEFS:INDECIPHERABLEE,1
SN:INDECIPHERABLEFS:INDECIPHERABLEG,1
SN:INDECIPHERABLEFS:INDECIPHERABLEJT,1
SN:INDECIPHERABLEFS:INDECIPHERABLES,1
SN:INDECIPHERABLEFS:J,1
SN:INDECIPHERABLEFS:S-INDECIPHERABLE,1
SN:INTERIM-THEATRE,1
SN:IPLAYERFS:I,1
SN:JEAN,1
SN:JENNIFER,1
SN:JOCK,1
SN:JOHNFS:J-JOHN,1
SN:JOSEPH,1
SN:KATHERINEFS:K-KATHERINE,1
SN:MANCHESTER-UNITEDSN:MANCHESTER-UNITEDFS:M-MANCHESTER,1
SN:MARGATE,1
SN:MARYLEBONEFS:MB-MARYLEBONE,1
SN:MAXFS:M-MAX,1
SN:MISSFS:M-MISS,1
SN:NATALIE,1
SN:NEILFS:N-NEIL,1
SN:NEW-ZEALANDFS:Z-ZEALAND,1
SN:NEW-ZEALANDNEW,1
SN:NEWQUAYFS:N-NEWQUAY,1
SN:NICKFS:N-NICK,1
SN:PAULA-YATESFS:P-PAULA,1
SN:PETERBOROUGHFS:P-PETERBOROUGH,1
SN:PHILIPFS:P-PHILIP,1
SN:QUEEN-SHILLINGSROYAL,1
SN:RONALDOFS:R-RONALDO,1
SN:RUANEFS:R-RUANE,1
SN:SADDAMFS:S-SADDAM,1
SN:SAM,1
SN:SANDRA,1
SN:SCHOFIELDFS:S-SCHOFIELD,1
SN:SICILYFS:S-SICILY,1
SN:SIDCUPFS:S-SIDCUP,1
SN:SIDCUPTEA,1
SN:SOUTHAMPTONFS:S-SOUTHAMPTON,1
SN:SUNDERLAND,1
SN:SUSANFS:S-SUSAN,1
SN:TERYYFS:T-TERRY,1
SN:THIS,1
SN:TINTIN,1
SN:TORQUAYFS:TORQUAYTQ,1
SN:TRAFFORDFS:T-TRAFFORD,1
SN:TREVORFS:T-TREVOR,1
SN:TURNPIKE-LANEFS:T-TURNPIKE,1
SN:UNKNOWNFS:N-UNKNOWN,1
SN:UNKNOWNFS:R,1
SN:UNKNOWNFS:S-INDECIPHERABLE,1
SN:UNKNOWNPARK,1
SN:UNKNOWNUNKNOWN,1
SN:UNKNOWNWHITE,1
SN:WASHINGTON-DCWASH,1
SN:WAYNEFS:R-ROONEY,1
SN:WENDY,1
SN:WEST-BROMFS:W-WEST,1
SN:X-BOXFS:X,1
SO,1
SPEAK,1
SPECIFIC,1
SPLIT,1
SPOUSE ,1
SPREADSHEET,1
SPROUTS,1
STANGE,1
STATION,1
STILL ,1
STINK,1
STIR,1
STRAIGHT-AHEAD,1
STREET,1
STRETCH,1
STUBBORN  ,1
STUDENT2,1
SUNSET,1
SUPER,1
SUPPRESS-LAUGHTER,1
SWITCH-MIND-OFF,1
SWITCH-OFF,1
TAIL,1
TAKE-YOUR-TIME,1
TAP,1
TERRIFED,1
TEXT,1
THEN ,1
THIEF,1
THING ,1
THINK ,1
THREEPENCE,1
TIME-ELEVEN,1
TOMORROW-TWO,1
TONGUE,1
TRAM,1
TRUE-NOT,1
TURKEY,1
TWO-FACED,1
TWOPENCE,1
UNDERGROUND,1
UNDERSTAND ,1
UNKNOWNPROVE,1
UNKNOWNPUDDING,1
UPHILL,1
URINATE,1
VERSUS,1
VERYF,1
VIDEO,1
VOICE,1
VOTE,1
WALK-AROUND ,1
WALSALL,1
WATCH,1
WEAR-BACKPACK,1
WEEK-AGO,1
WEEK-LAST,1
WEEK-SIX,1
WEST,1
WHEELCHAIR,1
WHEELS,1
WHICH ,1
WHISTLE,1
WHY ,1
WITHDRAWN,1
WOMANLSE,1
WONDERFUL ,1
WORCESTER,1
WORM,1
YAWN,1
YELLOW,1
ZERO,1
~O'CLOCK-TWO,1
